tower_id,node_id,name,cost,prerequisites,dmg_add,range_add,reload_reduce,crit_add,pierce_add,pos_x,pos_y,health_add,armor_add,gold_add,autocollect_reduce,skill_branch,skill_id,skill_p0,skill_p1,skill_p2,skill_p3,skill_p4
2,54,Boulder_04,1,53,0,0,0,0,0,-610,-170,0,0,0,0,1,0,0,-3,2,0,0
2,55,Boulder_05,3,50,0,0,0,0,0,-170,-280,0,0,0,0,1,0,0,0,0,2,0
2,56,Boulder_06,1,55,0,0,0,0,0,-280,-280,0,0,0,0,1,0,0,0,0,1,0
2,57,Boulder_07,3,56,7,0,-63,0,0,-390,-280,0,0,0,0,-1,-1,0,0,0,0,0
2,58,Boulder_08,2,57,0,35,0,0,0,-500,-280,0,0,0,0,-1,-1,0,0,0,0,0
2,59,Boulder_09,1,58,0,0,0,0,0,-610,-280,0,0,0,0,1,0,0,-2,0,1,0
2,60,Boulder_10,3,55,0,0,0,0,19,-170,-390,0,0,0,0,-1,-1,0,0,0,0,0
2,61,Boulder_11,2,60,0,0,0,3,0,-280,-390,0,0,0,0,-1,-1,0,0,0,0,0
2,62,Boulder_12,2,61,4,0,-83,0,0,-390,-390,0,0,0,0,-1,-1,0,0,0,0,0
2,63,Boulder_13,2,62,6,0,-54,0,0,-500,-390,0,0,0,0,-1,-1,0,0,0,0,0
2,64,Boulder_14,3,63,4,0,0,0,0,-610,-390,0,0,0,0,-1,-1,0,0,0,0,0
2,65,Boulder_15,2,60,0,0,0,0,0,-170,-500,0,0,0,0,1,0,0,5,0,-1,0
2,66,Boulder_16,3,65,0,0,0,0,0,-280,-500,0,0,0,0,1,0,0,0,1,0,0
2,67,Boulder_17,2,66,0,0,0,0,0,-390,-500,0,0,0,0,1,0,-3,3,0,0,0
2,68,Boulder_18,3,67,3,0,-97,0,0,-500,-500,0,0,0,0,-1,-1,0,0,0,0,0
2,69,Boulder_19,2,68,0,0,81,0,0,-610,-500,0,0,0,0,-1,-1,0,0,0,0,0
2,70,Boulder_20,3,65,0,0,0,0,0,-170,-610,0,0,0,0,1,0,0,3,0,0,0
2,71,Boulder_21,2,70,0,0,0,0,0,-280,-610,0,0,0,0,1,0,0,3,0,0,0
2,72,Boulder_22,1,71,7,0,-81,0,0,-390,-610,0,0,0,0,-1,-1,0,0,0,0,0
2,73,Boulder_23,1,72,0,0,0,0,0,-500,-610,0,0,0,0,1,0,0,0,4,0,0
2,74,Boulder_24,5,73,0,22,0,0,0,-610,-610,0,0,0,0,-1,-1,0,0,0,0,0
2,75,Thunder_00,3,100,0,0,0,0,0,170,-170,0,0,0,0,1,1,0,0,2,0,0
2,76,Thunder_01,1,75,0,0,0,5,0,280,-170,0,0,0,0,-1,-1,0,0,0,0,0
2,77,Thunder_02,1,76,0,0,50,0,0,390,-170,0,0,0,0,-1,-1,0,0,0,0,0
2,78,Thunder_03,2,77,4,0,-81,0,0,500,-170,0,0,0,0,-1,-1,0,0,0,0,0
2,79,Thunder_04,2,78,0,0,0,0,0,610,-170,0,0,0,0,1,1,0,0,0,2,0
2,80,Thunder_05,3,75,0,0,0,0,0,170,-280,0,0,0,0,1,1,3,0,0,0,0
2,81,Thunder_06,1,80,7,0,-64,0,0,280,-280,0,0,0,0,-1,-1,0,0,0,0,0
2,82,Thunder_07,2,81,0,0,0,0,0,390,-280,0,0,0,0,1,1,0,0,0,1,0
2,83,Thunder_08,2,82,0,0,0,0,0,500,-280,0,0,0,0,1,1,0,0,0,4,0
2,84,Thunder_09,3,83,3,0,-57,0,0,610,-280,0,0,0,0,-1,-1,0,0,0,0,0
2,85,Thunder_10,2,80,0,0,0,0,0,170,-390,0,0,0,0,1,1,0,0,4,0,0
2,86,Thunder_11,1,85,0,0,0,0,0,280,-390,0,0,0,0,1,1,0,-2,0,5,0
2,87,Thunder_12,3,86,4,0,-77,0,0,390,-390,0,0,0,0,-1,-1,0,0,0,0,0
2,88,Thunder_13,2,87,0,0,0,0,0,500,-390,0,0,0,0,1,1,0,2,0,0,0
2,89,Thunder_14,3,88,0,0,0,0,11,610,-390,0,0,0,0,-1,-1,0,0,0,0,0
2,90,Thunder_15,3,85,5,0,0,0,0,170,-500,0,0,0,0,-1,-1,0,0,0,0,0
2,91,Thunder_16,1,90,6,0,-45,0,0,280,-500,0,0,0,0,-1,-1,0,0,0,0,0
2,92,Thunder_17,1,91,0,0,0,0,0,390,-500,0,0,0,0,1,1,0,2,0,0,0
2,93,Thunder_18,3,92,0,0,0,0,0,500,-500,0,0,0,0,1,1,3,0,0,0,0
2,94,Thunder_19,1,93,4,0,-46,0,0,610,-500,0,0,0,0,-1,-1,0,0,0,0,0
2,95,Thunder_20,1,90,0,0,0,3,0,170,-610,0,0,0,0,-1,-1,0,0,0,0,0
2,96,Thunder_21,3,95,0,0,0,0,0,280,-610,0,0,0,0,1,1,2,0,0,0,0
2,97,Thunder_22,2,96,8,0,-50,0,0,390,-610,0,0,0,0,-1,-1,0,0,0,0,0
2,98,Thunder_23,2,97,0,0,0,0,0,500,-610,0,0,0,0,1,1,0,3,0,-3,0
2,99,Thunder_24,5,98,0,0,0,0,0,610,-610,0,0,0,0,1,1,0,2,0,0,0
3,100,Root,0,_,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0
3,0,Reinforce_00,2,100,0,0,0,0,0,-170,170,0,0,0,0,0,0,5,0,0,-1,0
3,1,Reinforce_01,2,0,0,26,0,0,0,-280,170,0,0,0,0,-1,-1,0,0,0,0,0
3,2,Reinforce_02,3,1,0,0,0,0,0,-390,170,0,0,0,0,0,0,0,-3,0,4,0
3,3,Reinforce_03,3,2,0,0,0,0,0,-500,170,0,0,0,0,0,0,0,0,0,4,0
3,4,Reinforce_04,1,3,5,0,-50,0,0,-610,170,0,0,0,0,-1,-1,0,0,0,0,0
3,5,Reinforce_05,3,0,5,0,0,0,0,-170,280,0,0,0,0,-1,-1,0,0,0,0,0
3,6,Reinforce_06,1,5,0,0,0,0,0,-280,280,0,0,0,0,0,0,0,2,0,0,0
3,7,Reinforce_07,2,6,0,0,0,0,0,-390,280,0,0,0,0,0,0,0,0,1,0,-2
3,8,Reinforce_08,1,7,0,0,0,8,0,-500,280,0,0,0,0,-1,-1,0,0,0,0,0
3,9,Reinforce_09,1,8,0,0,0,0,0,-610,280,0,0,0,0,0,0,0,0,4,0,0
3,10,Reinforce_10,1,5,0,0,0,0,0,-170,390,0,0,0,0,0,0,0,5,0,-3,0
3,11,Reinforce_11,1,10,0,0,64,0,0,-280,390,0,0,0,0,-1,-1,0,0,0,0,0
3,12,Reinforce_12,3,11,6,0,-76,0,0,-390,390,0,0,0,0,-1,-1,0,0,0,0,0
3,13,Reinforce_13,3,12,0,0,0,0,0,-500,390,0,0,0,0,0,0,0,0,0,1,0
3,14,Reinforce_14,2,13,0,0,0,0,0,-610,390,0,0,0,0,0,0,0,0,3,0,0
3,15,Reinforce_15,3,10,6,0,0,0,0,-170,500,0,0,0,0,-1,-1,0,0,0,0,0
3,16,Reinforce_16,2,15,8,0,-81,0,0,-280,500,0,0,0,0,-1,-1,0,0,0,0,0
3,17,Reinforce_17,2,16,0,0,0,0,0,-390,500,0,0,0,0,0,0,0,0,0,3,0
3,18,Reinforce_18,1,17,0,0,0,7,0,-500,500,0,0,0,0,-1,-1,0,0,0,0,0
3,19,Reinforce_19,3,18,0,0,0,0,0,-610,500,0,0,0,0,0,0,0,0,5,0,0
3,20,Reinforce_20,3,15,0,0,45,0,0,-170,610,0,0,0,0,-1,-1,0,0,0,0,0
3,21,Reinforce_21,1,20,7,0,-95,0,0,-280,610,0,0,0,0,-1,-1,0,0,0,0,0
3,22,Reinforce_22,3,21,0,0,0,0,0,-390,610,0,0,0,0,0,0,0,3,0,0,0
3,23,Reinforce_23,3,22,5,0,-90,0,0,-500,610,0,0,0,0,-1,-1,0,0,0,0,0
3,24,Reinforce_24,5,23,0,0,0,0,0,-610,610,0,0,0,0,0,0,0,0,1,0,0
3,25,Blessing_00,1,100,0,0,0,0,0,170,170,0,0,0,0,0,1,-2,2,0,0,0
3,26,Blessing_01,3,25,0,0,0,0,0,280,170,0,0,0,0,0,1,0,0,3,0,0
3,27,Blessing_02,3,26,7,0,-86,0,0,390,170,0,0,0,0,-1,-1,0,0,0,0,0
3,28,Blessing_03,3,27,0,0,0,0,0,500,170,0,0,0,0,0,1,0,5,0,0,0
3,29,Blessing_04,3,28,0,0,0,0,0,610,170,0,0,0,0,0,1,0,-2,4,0,0
3,30,Blessing_05,2,25,7,0,0,0,0,170,280,0,0,0,0,-1,-1,0,0,0,0,0
3,31,Blessing_06,3,30,0,0,0,0,0,280,280,0,0,0,0,0,1,0,0,0,2,-3
3,32,Blessing_07,2,31,0,18,0,0,0,390,280,0,0,0,0,-1,-1,0,0,0,0,0
3,33,Blessing_08,1,32,0,0,0,0,0,500,280,0,0,0,0,0,1,4,0,0,-2,0
3,34,Blessing_09,3,33,0,0,0,0,0,610,280,0,0,0,0,0,1,-3,0,0,1,0
3,35,Blessing_10,3,30,2,0,0,0,0,170,390,0,0,0,0,-1,-1,0,0,0,0,0
3,36,Blessing_11,2,35,0,0,0,0,0,280,390,0,0,0,0,0,1,0,0,3,0,0
3,37,Blessing_12,3,36,0,0,106,0,0,390,390,0,0,0,0,-1,-1,0,0,0,0,0
3,38,Blessing_13,3,37,0,0,0,0,0,500,390,0,0,0,0,0,1,4,0,0,0,0
3,39,Blessing_14,2,38,0,12,0,0,0,610,390,0,0,0,0,-1,-1,0,0,0,0,0
3,40,Blessing_15,1,35,0,0,43,0,0,170,500,0,0,0,0,-1,-1,0,0,0,0,0
3,41,Blessing_16,3,40,0,0,0,0,0,280,500,0,0,0,0,0,1,0,0,3,-3,0
3,42,Blessing_17,3,41,4,0,-67,0,0,390,500,0,0,0,0,-1,-1,0,0,0,0,0
3,43,Blessing_18,2,42,0,0,0,0,0,500,500,0,0,0,0,0,1,4,0,0,-2,0
3,44,Blessing_19,2,43,0,0,0,0,0,610,500,0,0,0,0,0,1,0,1,0,0,0
3,45,Blessing_20,1,40,0,0,0,0,0,170,610,0,0,0,0,0,1,0,0,0,2,0
3,46,Blessing_21,1,45,0,0,0,0,0,280,610,0,0,0,0,0,1,3,0,0,0,0
3,47,Blessing_22,3,46,0,0,0,0,0,390,610,0,0,0,0,0,1,0,4,0,0,0
3,48,Blessing_23,3,47,0,0,0,0,0,500,610,0,0,0,0,0,1,0,0,0,2,0
3,49,Blessing_24,5,48,0,0,0,7,0,610,610,0,0,0,0,-1,-1,0,0,0,0,0
3,50,Shove_00,3,100,0,0,0,0,0,-170,-170,0,0,0,0,1,0,-1,0,1,0,0
3,51,Shove_01,1,50,0,0,0,0,0,-280,-170,0,0,0,0,1,0,0,0,5,0,0
3,52,Shove_02,1,51,0,0,0,0,0,-390,-170,0,0,0,0,1,0,0,5,0,0,0
3,53,Shove_03,3,52,5,0,-62,0,0,-500,-170,0,0,0,0,-1,-1,0,0,0,0,0
3,54,Shove_04,1,53,0,0,0,0,0,-610,-170,0,0,0,0,1,0,0,2,0,0,0
3,55,Shove_05,2,50,0,11,0,0,0,-170,-280,0,0,0,0,-1,-1,0,0,0,0,0
3,56,Shove_06,3,55,0,38,0,0,0,-280,-280,0,0,0,0,-1,-1,0,0,0,0,0
3,57,Shove_07,2,56,5,0,-50,0,0,-390,-280,0,0,0,0,-1,-1,0,0,0,0,0
3,58,Shove_08,1,57,0,0,0,0,0,-500,-280,0,0,0,0,1,0,0,0,2,0,-2
3,59,Shove_09,2,58,0,0,0,0,0,-610,-280,0,0,0,0,1,0,0,0,3,0,0
3,60,Shove_10,1,55,0,0,0,0,0,-170,-390,0,0,0,0,1,0,0,0,2,0,0
3,61,Shove_11,1,60,0,0,0,10,0,-280,-390,0,0,0,0,-1,-1,0,0,0,0,0
3,62,Shove_12,1,61,0,0,0,0,0,-390,-390,0,0,0,0,1,0,0,5,-3,0,0
3,63,Shove_13,3,62,0,0,0,0,0,-500,-390,0,0,0,0,1,0,0,0,0,4,0
3,64,Shove_14,2,63,0,0,102,0,0,-610,-390,0,0,0,0,-1,-1,0,0,0,0,0
3,65,Shove_15,3,60,3,0,0,0,0,-170,-500,0,0,0,0,-1,-1,0,0,0,0,0
3,66,Shove_16,1,65,0,38,0,0,0,-280,-500,0,0,0,0,-1,-1,0,0,0,0,0
3,67,Shove_17,1,66,0,0,0,0,0,-390,-500,0,0,0,0,1,0,0,0,2,0,0
3,68,Shove_18,3,67,0,0,0,6,0,-500,-500,0,0,0,0,-1,-1,0,0,0,0,0
3,69,Shove_19,1,68,0,0,0,0,0,-610,-500,0,0,0,0,1,0,3,0,0,0,0
3,70,Shove_20,2,65,6,0,-47,0,0,-170,-610,0,0,0,0,-1,-1,0,0,0,0,0
3,71,Shove_21,3,70,0,0,0,0,0,-280,-610,0,0,0,0,1,0,0,4,0,0,0
3,72,Shove_22,3,71,7,0,0,0,0,-390,-610,0,0,0,0,-1,-1,0,0,0,0,0
3,73,Shove_23,1,72,8,0,-81,0,0,-500,-610,0,0,0,0,-1,-1,0,0,0,0,0
3,74,Shove_24,5,73,7,0,-47,0,0,-610,-610,0,0,0,0,-1,-1,0,0,0,0,0
3,75,Intimidate_00,2,100,0,0,93,0,0,170,-170,0,0,0,0,-1,-1,0,0,0,0,0
3,76,Intimidate_01,2,75,0,0,0,0,0,280,-170,0,0,0,0,1,1,2,0,0,0,0
3,77,Intimidate_02,1,76,0,15,0,0,0,390,-170,0,0,0,0,-1,-1,0,0,0,0,0
3,78,Intimidate_03,1,77,0,0,0,2,0,500,-170,0,0,0,0,-1,-1,0,0,0,0,0
3,79,Intimidate_04,1,78,0,0,114,0,0,610,-170,0,0,0,0,-1,-1,0,0,0,0,0
3,80,Intimidate_05,2,75,5,0,-42,0,0,170,-280,0,0,0,0,-1,-1,0,0,0,0,0
3,81,Intimidate_06,2,80,0,0,0,0,0,280,-280,0,0,0,0,1,1,3,0,0,0,0
3,82,Intimidate_07,3,81,0,0,0,0,0,390,-280,0,0,0,0,1,1,0,2,-2,0,0
3,83,Intimidate_08,3,82,0,0,0,0,0,500,-280,0,0,0,0,1,1,0,4,0,0,0
3,84,Intimidate_09,2,83,0,0,44,0,0,610,-280,0,0,0,0,-1,-1,0,0,0,0,0
3,85,Intimidate_10,3,80,4,0,-77,0,0,170,-390,0,0,0,0,-1,-1,0,0,0,0,0
3,86,Intimidate_11,1,85,3,0,-82,0,0,280,-390,0,0,0,0,-1,-1,0,0,0,0,0
3,87,Intimidate_12,3,86,2,0,0,0,0,390,-390,0,0,0,0,-1,-1,0,0,0,0,0
3,88,Intimidate_13,1,87,0,0,0,0,0,500,-390,0,0,0,0,1,1,0,1,0,0,0
3,89,Intimidate_14,3,88,5,0,0,0,0,610,-390,0,0,0,0,-1,-1,0,0,0,0,0
3,90,Intimidate_15,2,85,0,0,0,0,0,170,-500,0,0,0,0,1,1,0,1,0,-1,0
3,91,Intimidate_16,2,90,0,29,0,0,0,280,-500,0,0,0,0,-1,-1,0,0,0,0,0
3,92,Intimidate_17,2,91,0,0,0,0,0,390,-500,0,0,0,0,1,1,0,0,0,4,0
3,93,Intimidate_18,1,92,8,0,-69,0,0,500,-500,0,0,0,0,-1,-1,0,0,0,0,0
3,94,Intimidate_19,1,93,0,0,0,0,0,610,-500,0,0,0,0,1,1,0,0,0,4,-2
3,95,Intimidate_20,1,90,0,0,0,0,0,170,-610,0,0,0,0,1,1,0,0,0,1,0
3,96,Intimidate_21,3,95,0,0,0,0,0,280,-610,0,0,0,0,1,1,0,0,2,0,0
3,97,Intimidate_22,1,96,0,0,0,0,0,390,-610,0,0,0,0,1,1,0,5,0,0,0
3,98,Intimidate_23,2,97,0,0,0,8,0,500,-610,0,0,0,0,-1,-1,0,0,0,0,0
3,99,Intimidate_24,5,98,0,0,67,0,0,610,-610,0,0,0,0,-1,-1,0,0,0,0,0
4,0,Tithe I,1,_,0,0,0,0,0,0,280,0,0,3,0
4,1,Tithe II,2,0,0,0,0,0,0,-300,160,0,0,4,0
4,2,Tithe III,3,1,0,0,0,0,0,-360,40,0,0,6,0
4,3,Swift Hands I,1,0,0,0,0,0,0,300,160,0,0,0,150
4,4,Swift Hands II,2,3,0,0,0,0,0,300,40,0,0,0,200
4,5,Auto Banking,3,4,0,0,0,0,0,300,-80,0,0,0,300
4,6,Industrious I,1,0,0,0,1000,0,0,0,160,0,0,0,0
4,7,Industrious II,2,6,0,0,1500,0,0,0,40,0,0,0,0
4,8,Gold Rush,3,7,0,0,1000,0,0,-40,-80,0,0,3,0
4,9,Tax Collector,2,1,0,0,0,0,0,-180,40,0,0,5,0
4,10,Merchant Guild,2,7,0,0,800,0,0,100,-80,0,0,5,0
4,11,Treasury,3,9,0,0,0,0,0,-180,-80,0,0,8,0
4,12,Golden Age,5,8_2,0,0,1200,0,0,-140,-210,0,0,10,0
4,13,Midas Touch,5,5_2,0,0,800,0,0,200,-210,0,0,6,200
